id,price,bedrooms,bathrooms,sqft_living
1516000055,650000,3,2.25,2150
9558200045,289000,3,1.75,1260
5072410070,505000,3,1.75,2519
9528102996,549000,3,1.75,1540
1189001180,425000,3,2.25,1660
3253500160,317625,3,2.75,2770
3394100030,975000,4,2.5,2720
3717000160,287000,4,2.5,2240
1274500060,204000,3,1,1000
1802000060,1.325E+06,5,2.25,3200
1525059190,1.04E+06,5,3.25,4770
1049000060,325000,3,2,1260
8820901275,571000,4,2,2750
5416510140,360000,4,2.5,2380
3444100400,349000,3,1.75,1790
3276920270,832500,4,4,3430
4036801170,380000,4,1.75,1760
2391600320,480000,3,1,1040
6300000287,410000,3,1,1410
1531000030,720000,4,2.5,3450
5104520400,390000,3,2.5,2350
7437100340,360000,4,2.5,1900
9418400240,355000,2,1,2020
1523059105,356000,3,1.5,1680
1133000671,315000,3,1,960
4232902595,940000,3,1.5,2140
2599001200,305000,5,2.25,2660
3342103156,461000,3,3.25,2770
1332700270,215000,2,2.25,1610
3869900162,335000,2,1.75,1030
2791500270,243500,4,2.5,1980
5036300431,1.09988E+06,5,2.75,3520
4168000060,153000,3,1,1200
6021501535,430000,3,1.5,1580
6021501535,700000,3,1.5,1580
1483300570,905000,4,2.5,3300
3422049190,247500,3,1.75,1960
1099611230,199000,4,1.5,1160
722079104,314000,3,1.75,1810
7338200240,437500,3,2.5,2320
1952200240,850830,3,2.5,2070
5200100125,555000,3,2,1980
7214720075,699950,3,2.25,2190
2450000295,1.088E+06,3,2.5,2920
6197800045,290000,3,1,1210
1328310370,375000,3,2.5,2340
546000875,460000,3,1,1670
3530510041,188500,2,1.75,1240
1853000400,680000,4,2.5,3140
3134100116,470000,5,1.75,2030
9545230140,597750,4,2.5,2310
3362400511,570000,3,1.75,1260
2525310310,272500,3,1.75,1540
6126500060,329950,3,1.75,2080
8961960160,480000,4,2.5,3230
3626039325,740500,3,3.5,4380
3362400431,518500,3,3.5,1590
4060000240,205425,2,1,880
3454800060,171800,4,2,1570
1695900060,535000,4,1,1610
7278700070,660000,3,2.5,2400
6675500070,391500,3,2,1450
3626039187,395000,2,1,770
3524049083,445000,4,1.75,2100
3275860240,770000,3,2.25,2910
4389200955,1.45E+06,4,2.75,2750
4058801670,445000,3,2.25,2100
8732020310,260000,4,2.25,2160
2331300505,822500,5,3.5,2320
7853210060,430000,4,2.5,2070
3668000070,212000,3,1.75,1060
9545240070,660500,4,2.25,2010
1243100136,784000,3,3.5,3950
8929000270,453246,3,2.5,2010
2767602356,675000,4,3.5,2140
921049315,199000,3,1.75,1320
3655000070,220000,4,1.75,2020
4027700812,452000,4,2.25,2590
3992700335,382500,2,1,1190
2767603505,519950,3,2.25,1170
4232901525,665000,2,1,1110
1777500060,527700,5,2.5,2820
1432900240,205000,3,1,1610
6140100875,420000,3,1,1060
6071600370,500000,4,2.25,2030
1526069017,921500,4,2.5,3670
809001525,890000,4,1,2550
3224079105,430000,2,2.5,2420
8075400570,258000,5,2,2260
1994200024,511000,3,1,1430
3362900810,532170,3,2,1360
1324300398,560000,3,1,1110
537000445,282950,3,1,1250
7855801670,2.25E+06,4,3.25,5180
7920100045,350000,1,1,700
8960000030,215000,3,1,1180
6388930390,650000,5,3.5,3960
8731900200,320000,4,2.75,2640
8029200135,247000,3,2,1270
1081200350,320000,4,1.75,1760
84000105,255000,5,2.25,2060
3756500060,438000,3,1.75,1780
7215720160,900000,3,2.5,3400
3574800520,441000,3,2.75,1910
2617300160,420000,3,2,2020
2558660270,370000,3,1.75,1580
2009000370,269950,2,1.75,1340
1836980160,807100,4,2.5,2680
3261020370,653000,3,2.5,2680
1755700060,371500,3,2,1370
4330600435,284000,3,1.75,1560
9542800700,272000,3,1.75,2160
1999700045,313000,3,1.5,1340
1762600070,917500,4,2.5,3880
1687900520,673000,4,2.25,2590
7234600798,425000,3,2.5,1120
3881900445,399950,5,2.75,1970
2254502445,385000,3,1,1220
5437810320,269950,3,1.5,1950
9158100075,330000,2,1,1350
3830630310,260000,3,2.5,1670
8123100045,470000,4,3,2380
3127200041,589000,4,3,2440
6661200320,163500,2,1.5,1050
11510310,835000,4,2.75,3130
825059270,1.095E+06,5,3,4090
8731951370,269000,4,1.75,1490
1954440060,560000,3,2.5,1900
2264500350,615000,4,1,1330
1115810060,585188,3,2.25,2230
9477200200,305000,3,1.75,1650
1432600560,166950,3,1,1190
2287000060,799000,3,2.5,2140
3663500060,400000,3,2.5,2180
3996900125,230000,3,1,1060
7796450200,256883,3,2.5,1690
7549802535,423000,4,2,1970
3278600320,465000,3,2.5,2150
2824079053,440000,3,2.5,1910
1222069094,385000,3,1.75,1350
3542300060,210000,3,1,860
2222059065,297000,3,2.5,1940
7551300060,470000,3,1,1010
100600550,226500,3,1.5,1300
3211100860,274250,3,1,910
3456000310,840000,4,1.75,2480
9526600140,677900,3,2.5,2440
7465900060,425000,3,1,1010
1222000055,180250,2,0.75,900
6300000550,464000,6,3,2300
2310030510,320000,4,2.25,1550
1025049114,625504,3,2.25,1270
8677300550,592500,4,2.5,2240
4014400292,465000,3,2.5,2714
1102000196,477000,4,2.75,1720
257000138,280000,2,1,850
46100204,1.505E+06,5,3,3300
1909600046,445838,3,2.5,2250
1250202145,1.072E+06,2,2.25,3900
7611200125,467000,2,1.5,1320
5611500140,686000,4,2.5,2760
7138000260,279950,3,2,1750
626059335,527000,4,2.25,2330
1922059282,325000,3,2.25,2220
705700390,328000,3,2.25,2020
7454001200,390000,3,2.25,1250
8682281200,479950,2,2,1510
7972000200,264950,4,2.25,1720
722059070,235000,3,1,1430
7202340400,516500,3,2.5,1480
8096000060,655000,2,1.75,1450
2424000060,500000,4,2.75,2280
9264902050,315000,6,2.75,2940
943100260,213000,2,1,1000
3677400445,475000,3,1.5,2480
1762600320,1.025E+06,5,4,3760
4058000060,416000,3,2,2220
7228500560,410000,4,1,1970
326069104,800000,3,3.5,3830
5152100060,472000,6,2.5,4410
3584000310,225000,3,1.75,1430
8150100045,210000,2,1,830
1868901275,455000,2,1,1430
6131600075,225000,3,1,1300
9468200125,480000,2,1,1030
8029510030,363000,3,2.5,2740
2025069065,2.4E+06,4,2.5,3650
7899800890,181000,2,1.5,720
3021059276,250000,4,2,2010
3797001895,481000,3,1.75,1560
3832710960,260000,3,2,1810
1310430400,455000,4,2.5,3360
1422300030,415000,3,2.25,1510
1105000588,349500,3,1,1400
3830630060,245000,3,2.5,1730
5101404898,592500,2,2,1420
7972601890,385000,4,1.75,2360
5127001620,315000,3,1.75,1580
9407100800,255000,3,1,1230
1873100060,693000,4,2.5,2460
8722101360,780000,3,1,1660
8644000060,237000,3,1.75,1270
3325069129,525000,3,2.25,2100
1400300055,425000,2,1,770
2123039032,369900,1,0.75,760
8078560140,290000,4,2.5,1700
3438500192,285000,3,1,1120
7974200510,415000,2,1,1070
2557000400,272500,3,2.5,2070
7960900060,2.9E+06,4,3.25,5050
4054500390,1.365E+06,4,4.75,5310
6378500125,436000,2,1,1040
1745100140,210000,3,1,1700
2976800796,236000,3,1,1300
4235400186,331000,3,1.75,1080
4215100060,365000,3,2.5,2653
9189700045,450000,3,2,2290
1126049053,770000,4,2.75,3820
2022069200,455000,4,2.5,2210
9412900055,405000,3,1.75,2390
1722059235,304900,4,1.75,2600
6874200960,170000,2,1,860
7424700045,2.05E+06,5,3,3830
7202360350,780000,4,2.5,3500
5634500392,330000,3,3,2420
1509500060,370000,4,2.5,2720
7214810350,467000,5,2.25,2500
6647200060,405000,3,1.75,1670
9552700140,675000,5,2.25,2900
2200500350,500000,2,1,1640
6113400046,389999,4,2.5,1890
6619910140,630000,4,1.75,2950
1115450240,360000,4,2.5,2160
6073240060,580000,4,3,3280
9297300045,550000,3,2,1970
9510920070,879000,4,2.5,3360
5468730030,265000,3,2,1320
8079030390,446500,3,2.5,2650
600000152,404000,3,1.5,2030
1840000030,267500,3,1.75,1590
3225069065,3.075E+06,4,5,4550
3260800030,335000,3,2.5,2440
2747100024,576000,3,2.5,1940
5104530560,208633,3,2.5,2040
4330600350,315000,3,2.25,2200
5016001535,725000,3,1.75,1920
7280300196,550000,4,2.75,1800
8651520400,610750,4,2.25,2180
7171200445,550700,2,1,1010
3204800200,665000,4,2.75,3320
3416600800,834000,4,2.5,2370
7994700030,201000,5,1.75,1660
1860600135,2.384E+06,5,2.5,3650
4139480200,1.384E+06,4,3.25,4290
4139480200,1.4E+06,4,3.25,4290
1328320800,305000,4,2.25,1950
7771300125,487000,3,2,2590
3422059208,390000,3,2.5,1930
9521101455,548000,2,1,1470
4337000335,268750,4,1,800
325059286,819900,5,2.75,3150
2597650240,520000,3,2.25,2030
3353400435,230000,3,2,1450
7972000240,240000,3,1.75,1510
7520000520,232000,2,1,1240
7520000520,240500,2,1,1240
3530210260,274975,3,2.5,3030
1959700550,740000,4,2,2050
1665400045,186375,3,1,1000
9542850320,790000,3,2.25,2370
3179100060,880000,4,3.5,2800
2946001550,279000,6,1.75,2240
8078490390,295000,3,2,1810
9550201550,640000,2,1,1070
191100045,940000,4,2,2490
5009600070,260000,4,2.5,1960
200350070,559900,3,2.75,2930
2877103726,791500,4,2,1510
405100295,265000,3,1.75,1420
4268200055,245000,3,1.75,1740
3126069068,485000,4,1.75,2560
1115300070,684000,4,3.5,3040
6414100671,425000,3,1.75,2500
7004200060,309600,4,1.75,1275
7852110140,552250,4,2.5,2580
3969300030,165000,4,1,1000
3969300030,239900,4,1,1000
4048400070,320000,2,1,1070
808000070,206600,3,2,1390
7374200030,387000,4,1.75,2500
7325600160,299000,1,0.75,560
2757000030,855000,4,2.75,2270
616000140,315000,3,1,1900
3363900111,437500,2,1,990
9262800171,252000,4,1.5,1550
6607000126,375000,4,1.75,2200
5416510830,300000,4,2.5,1910
2201500030,420000,4,1,1750
325059171,900000,3,1,1330
952003285,679900,3,2.5,2440
3211290370,463000,3,2.5,1640
1072010350,380000,5,2.5,2760
8856950070,329500,4,2.5,1820
925059078,604950,3,2.5,2110
7855801090,795000,5,2.5,3040
723099065,465000,3,2,1840
6116500075,673000,4,2.5,2990
1118500030,810000,4,2.5,3520
424069250,785000,4,2.75,2440
3291800710,338000,4,3,2090
6838700060,280000,3,2.25,1430
2231500030,315000,4,2.25,2180
2231500030,530000,4,2.25,2180
7683900200,380000,5,3,3450
8155830060,297000,3,2.25,1450
98020310,730000,4,2.5,3230
9423400140,450000,3,1.75,1640
1545804860,275000,3,3,1590
2883200160,595000,4,2,2020
7132300695,435000,3,1.5,1300
1726059053,270000,2,1.5,1380
624111000,950000,3,3,4040
808300310,389000,4,2.25,2130
8563040160,560000,4,2.25,2550
713500030,1.35E+06,5,3.5,4800
8651600160,799000,4,2.25,2510
9517200030,365500,3,2,1410
2460700700,252350,3,2,1650
1223039290,403950,4,2.5,2120
2890100060,385000,4,1.5,2040
7972600860,345000,4,1,1550
8857320070,490000,3,2.75,1980
4047200695,330000,3,2.5,1600
1653500070,927000,4,2.75,3300
1923000030,1.118E+06,4,2.5,3840
3649100320,330000,2,1,1220
7375300160,530000,5,2.25,2720
5175800060,365000,4,2,1940
1604601375,378750,3,2.5,2160
2473251090,269900,4,1.75,1530
9126100861,557000,3,3.5,1710
3420069065,360000,4,1.75,3730
6021501685,352000,2,1,940
1151100070,437000,3,2.5,1750
8856950240,322500,4,2.5,1820
9385200055,650000,3,3.25,1510
7821200390,450000,3,2,1290
8078520310,278500,3,2,1570
1565950030,364950,4,2.5,1930
1560930070,840000,4,3.5,2840
6700400140,268000,3,2.5,1550
2422029094,517534,2,1,833
1774220160,632925,3,2.5,2990
1525200060,577500,3,2.5,2000
1678400105,339000,4,1.5,2390
3426059070,570000,3,1.75,2910
824079032,563500,4,1.75,2085
2697100140,423000,4,2.25,2200
8724300030,355000,3,2.25,1860
8678500060,1.55E+06,5,4.25,6070
625049299,482000,2,1,950
6073200075,625000,3,1.75,1600
6388900710,538000,3,2.5,2250
1442860160,380000,3,2.5,2280
7942600310,375000,2,1,940
1545808560,245000,3,2.5,1530
936000060,310000,5,1.75,2190
9808650060,1.3E+06,3,2,2350
3754700160,397000,4,2,1440
305500140,365000,3,2.5,2200
5468750060,328500,4,3,2290
2944010240,988000,4,3,4040
3454000060,1E+06,4,2.5,2610
646910160,237000,3,2.5,1490
8564950390,525000,4,2.5,2450
2268400350,749000,4,2.5,1710
7504101040,722500,5,2.5,4870
11500890,843000,3,2.5,3130
9528102772,438000,2,2,1270
284000223,578000,3,1.75,2120
3353401710,227950,3,1.5,1670
8159610030,196000,3,2.25,2070
3179100435,641000,2,1,1420
822079033,350000,3,1.5,1250
8857600960,205000,3,1,940
1774000200,400000,3,1.75,1920
2024069128,1.03E+06,3,2.5,3545
1049010390,505000,3,2,1260
7905370390,475000,5,2.5,2340
4140090240,520000,3,2.25,2590
4055700030,1.45E+06,3,4.5,3970
3775300030,333500,3,1.75,1220
2525300030,232000,3,1,1400
1324059104,691100,3,2.75,2360
2287000030,811000,3,1.75,1870
7702010030,551000,3,2.5,2830
1529200340,496500,3,2.5,2260
2122039094,705000,3,3,1970
1742800030,578000,4,2.5,3140
1796360350,255000,3,1.75,1240
6154500070,1.05E+06,4,3.5,3450
1843100340,348000,3,2.25,2570
8944290160,230000,3,2,1510
4166600473,359500,4,2.25,2390
7282300125,330000,3,1,980
8658300340,80000,1,0.75,430
2419600075,465000,3,1.75,1480
2621760350,325000,4,2.5,1850
1723049270,340500,3,2,2270
4123840310,342500,3,2.5,1810
2172000075,290900,2,2,1610
8651611170,868700,3,4.25,3840
8820902200,1.199E+06,4,2.75,4110
8651610890,1.15E+06,4,3.25,4190
1853080570,859900,4,2.75,3390
3629920030,520000,4,2.25,1890
1604602050,460000,3,2.5,1610
6844700810,438924,3,1.5,1050
66000070,315000,2,1,630
6665800030,590000,4,2.75,2910
2205700350,378500,4,1.75,1700
5466000030,328500,3,2.5,1950
6189200125,849950,3,3,2990
9169600135,525000,3,1.5,1350
2625069070,1.385E+06,4,3.25,4860
8732131090,295000,4,2.5,2160
9286000240,1.067E+06,6,3.5,4860
1895000260,207950,2,2,890
8691370400,699900,4,2.75,2810
5423010350,1.28E+06,5,2.5,3400
8562501040,452000,4,1.5,1580
2475200140,370000,3,2,1680
7942100310,232000,3,1.75,1300
3760000030,669950,5,2.5,2820
1727500340,397500,3,2,1510
9828702519,490000,2,2.5,1230
4432600075,725000,4,2,2110
7806300030,299000,3,2.75,3080
9274202270,625000,2,1.5,1490
7852030960,437500,3,2.5,2120
7852170140,650000,4,2.5,3180
7518503335,475000,2,1,1490
5467900070,342000,3,2,1930
1245002952,1.19735E+06,4,2.5,2770
8906200070,280000,3,1.5,1670
5379805885,240000,2,1.75,1330
2769600560,529000,3,1,1210
9238901420,442000,3,1,1190
5113400431,615000,2,1,1540
3885805665,1.485E+06,4,3.75,4030
8121200810,585000,4,1.75,2430
5126310400,480000,4,2.5,2600
7322910030,1.095E+06,5,3.5,4410
2827100070,290000,4,1,1330
9276201895,615000,3,1.75,1900
4402700070,300000,2,1,1100
1922059046,308000,3,1,1980
925059288,750000,3,2.5,2400
4386700135,2.25E+06,4,2.25,4760
1923069078,890000,4,3.25,3180
1432400335,288000,3,1,1190
1180003090,190000,2,1,630
726049331,515000,5,3,2530
3340401555,235000,4,1.5,1690
7453000070,275000,2,1,940
4348800030,727500,2,2,1240
7202331420,650000,4,2.5,3040
3225079035,1.6E+06,6,5,6050
6381500700,365000,4,1,1590
339500160,662000,3,1.75,2500
1545807610,270500,3,2.5,1780
1843200240,200000,2,1.5,1360
4403600270,970000,4,3.25,4740
2008200060,160000,3,1.5,1010
1521069070,204000,3,1,1040
2459500310,358000,3,2.25,1610
6204420070,452000,4,1.75,1570
5694500105,595000,2,2,1510
5466410030,249000,3,2,1360
9485740340,346900,4,2.5,1970
622049114,2.125E+06,3,2.5,5403
2270000070,280000,4,2.5,1560
1310900260,318888,4,1.75,2320
224069094,530000,3,2.25,2120
7800800160,375000,3,2.25,2120
2944000240,910000,4,2.5,3350
4139400710,782000,4,2.5,2380
7899800860,259950,2,2,1070
2473420140,315000,4,2.75,2300
5000500055,215000,2,1,1320
4099500935,705000,3,1.75,2180
1373800295,1.45E+06,3,3,4380
4025300135,451000,3,1.75,1790
3294700310,261000,2,1,750
8718500075,396000,3,1.5,1300
4309710240,725000,4,2.5,2990
5486800070,1.95E+06,7,3.5,4640
236400320,238000,4,1,1400
4376700570,750000,6,1.75,2750
8648100200,331500,4,2.5,2050
3624079046,460000,4,3,2230
1921069084,404950,4,2.25,2340
6431500140,880000,3,2.5,2870
2725069050,863000,4,2.5,4120
5307100060,638700,3,1.75,2080
7203102050,435000,3,2.5,1840
561000075,260000,3,1,1180
2436701180,671500,5,2.75,2160
809002765,610000,3,1,1180
4045500710,405000,2,0.75,1160
5104510270,338900,4,2.5,1830
98020350,720000,4,4,3200
1714900060,442000,5,3,2560
1189000030,650000,5,2.75,2550
2473360060,263500,3,1.75,1330
222069082,300000,2,1,1220
8669160310,266000,3,2.5,1805
1526069135,930000,4,4,6050
1088650310,530000,4,2.5,2320
8945200860,180000,3,1,1384
7853240200,619000,3,2.5,2720
7511800070,264000,3,1.5,1820
2998800125,730000,2,2.25,2130
3876300310,439000,4,2.25,2060
5419800510,268500,4,1.75,1420
192460060,330000,3,1.75,1510
7942601895,640000,3,2.5,2160
7504010570,900000,3,2.5,3180
1442740140,370000,3,2.25,2110
6909200575,685000,3,2,2060
2525069041,505000,3,1.5,1830
3620069036,265000,3,1.75,1820
2781280390,290000,3,2.5,1610
9542830350,296000,4,2.5,1780
1123049053,360000,4,2.5,1840
8018600765,240500,3,1.75,1460
3278600240,372500,2,2.5,1400
7846200070,595000,3,2.5,3370
662310400,515000,4,3,3590
8651100140,1.22E+06,4,2.25,3200
8682250350,507000,2,1.75,1670
3211230260,399950,4,2,2420
4233400340,185000,3,1.75,1430
7199350340,460000,3,1.75,1440
3904901710,435500,3,2.25,1450
240000058,469000,4,2.75,3550
6865200444,531000,2,3,1270
9498200046,443500,2,1,940
1796380960,223000,3,2,1670
5631500868,590000,4,3.5,3100
3126049411,340000,2,2.5,1100
2321300390,650000,3,2,1870
3905040800,533600,3,2.5,1930
4379400260,695000,3,2.75,2540
5115000160,242000,3,1.75,1280
2826049234,425000,3,2.25,1820
6600700030,525000,3,2.25,1490
3904930240,485000,3,2.5,1880
9407110700,175000,3,1,1250
1682500160,210000,3,2,1440
8078570390,260000,3,2.5,1920
3010300240,577000,3,2.5,2060
9500900135,200000,3,1.5,1210
461001615,605000,2,1.75,1760
6411600069,325000,3,1,990
7812800565,289500,3,1,960
7548300731,559950,3,2.5,1660
8925100390,1.0425E+06,3,1.75,1900
7010700292,543500,3,2.25,1270
9485951170,480000,4,2.25,3250
5437820310,218000,3,1,960
582000135,565000,2,1.75,1330
3204800370,426700,3,1.75,2080
8832900550,650000,3,2.5,2690
9550204515,542000,2,1,890
7199330390,415000,3,1.75,1070
6131600060,214000,3,1,1200
5379805460,245000,3,1.5,1360
7212652180,314500,3,2,2050
6379500640,1.12E+06,3,1.5,3000
4315700060,378000,2,2,1300
3329500060,305000,4,2.5,2250
4140090320,595000,5,2.75,3740
9385200045,729500,3,2.5,1660
7852180340,430000,3,2.5,2360
1545804340,240000,3,1.75,1760
2490200320,545000,3,1.75,1680
2218000335,530000,3,1.75,1320
922049078,157000,1,1,870
2586800270,425000,4,1,1260
4338800370,220000,3,1,1000
7214700350,521000,4,1.75,2020
3226200105,325000,3,1,1920
2324039036,597500,3,2,2150
7849202231,337000,3,2.5,1470
5196410260,1E+06,3,2.5,3180
3760500116,3.07E+06,3,2.5,3930
2985800030,495000,3,1,990
259900160,748000,4,3.5,2770
708000030,888000,3,1.5,1250
192460310,269900,3,1.75,1140
9412200260,496500,4,2.5,2250
1062100116,475000,3,2.5,1640
6798100662,312000,3,1.5,1255
1775920350,323000,3,1,1290
2525500260,331000,3,1.75,1300
6145600041,306000,3,1.5,1220
3300701615,655000,4,2.5,2630
5151600340,290000,3,1.5,1950
7613700521,1.25E+06,4,3.25,3160
2710600045,460000,3,1.75,1550
5101405124,435000,4,2.5,1700
6067910030,664000,4,2.75,2510
1959701890,865000,4,1.75,1800
1402200340,385000,3,1.75,1800
3558900070,497000,3,2.25,1870
7846700310,280000,2,1,1010
3348401740,188000,2,1.5,1120
3013300288,478500,3,1,2090
7852070060,1.145E+06,4,3.5,4370
5029450160,222000,3,2,1440
3526069070,799000,4,3,2580
5104540240,609900,4,2.5,3190
3438500486,413000,4,3.5,2380
5102400105,400000,4,1,1420
2346200030,802541,5,2.75,2990
1321710030,320000,3,2.5,2680
7853290030,507000,4,2.5,2730
1566100400,387500,3,1,1220
1775800800,396000,3,1,1500
9133600075,373000,3,1.75,1830
5450900060,1.4849E+06,5,2.5,4570
1402600700,359900,4,2.25,2470
8024200350,410000,2,1,800
3121500340,690000,4,2.5,2900
7697870860,245000,3,2,1410
7527200030,700000,5,2.5,2830
2013200390,268000,4,1.75,1680
766500030,225000,3,1.75,1760
6664000030,980000,4,2.25,2240
9349900105,795000,2,1,1380
1895000045,195000,2,1,820
6205500030,480000,4,2,2180
7011200260,485000,4,2,1400
41000454,130000,2,1,880
7203600550,325000,2,1,1060
9477200560,440000,3,1.75,1530
4022907770,550000,4,1.75,2480
5231000060,310000,3,1.75,1490
6055000310,530000,3,2.5,3660
3216900060,390000,4,2.5,2340
7967200060,243000,3,1.75,1450
8077210350,639000,4,2.5,2210
7203000640,215000,4,1,1130
2988000070,405000,5,1.75,1550
3832200070,250000,4,1.75,1710
3670500710,405500,3,1.5,1010
8820903380,452000,6,2.25,2660
8820903380,730000,6,2.25,2660
4233400400,267000,3,2,1300
3793500550,289950,3,2.5,1670
6431000270,565000,2,1,960
2225059214,1.578E+06,4,3.25,4670
7694800270,636000,3,2.5,2140
2171400197,350000,5,3,2520
2473400340,320000,3,1.5,1650
3530490070,210000,2,1.75,1440
1932300075,245000,2,1,1050
2525000510,328000,3,1.75,1470
1853000510,985000,4,2.25,4230
1742800060,501000,3,1.75,1970
2723089104,315000,3,2.25,1540
2619950350,403000,3,2.75,2090
4021100045,550000,3,2,2380
731500200,347500,4,2.5,2156
2591820310,365000,4,2.25,2070
3626039299,588000,3,1,1910
9346980140,605000,3,1.75,1920
6613000140,1.3E+06,3,3.25,3400
8159610060,233000,3,2,1400
7830800339,360000,4,2.5,2210
1588600045,459000,2,1.75,1170
826069046,740000,3,2,2100
1771000890,305000,3,1,1160
3300701170,395000,3,1,1500
7340500270,560000,4,2.5,2940
9277200111,650000,4,1.75,2010
293720140,449950,3,2.5,2170
579003610,517500,3,1.5,1430
1138020200,435000,4,1.5,1510
3432500200,329999,3,1,1150
1563102435,950000,3,1.75,2150
3959400710,447000,3,1,1370
8682300890,699800,2,2.5,2380
4385700765,850000,3,1.75,1370
5149300200,316500,3,1.75,1600
9323600060,942500,5,3.5,3750
9273200140,1.31E+06,2,2.25,3950
9542300320,856600,4,2.25,2400
770000045,405600,5,1.5,2830
6979900390,565000,4,2.5,2440
6379500159,400000,3,2.25,1190
826079094,330000,3,2,1400
8856940060,374950,4,2.75,2730
2972300060,405300,3,2.75,2390
3575200070,560000,3,2.25,2060
8146100270,824000,4,2.25,2490
8648200030,260000,3,1.75,1100
208500160,760000,4,2.5,2430
1196003428,405000,3,2.5,3170
5104450990,429900,4,2.5,2640
3343901234,341500,3,1.5,1130
226039214,465250,5,2,1940
1623300160,450000,2,2,1100
2205500575,390000,3,1,1200
4040800810,420000,3,2.25,2000
2612000390,269950,3,2.5,1890
3814400125,493000,4,2,1910
7300400060,370000,4,2.5,2710
1954700695,2.25E+06,5,4.25,4860
7230200340,305000,3,1,1250
3191000240,400000,3,1.75,1590
1139000069,320000,3,1.5,1240
5693500270,715000,4,1,2000
686500030,650000,6,2.75,3610
8731901940,218000,5,1.75,1930
2688100071,500000,2,1,1280
2423069155,460000,4,2,2090
2329500260,232500,3,1.5,1940
2608300030,408200,3,2.5,1800
1494300060,522000,3,1.75,1730
7504101230,675000,4,2.5,2810
8081020370,1.355E+06,4,3.5,3550
1446800511,249950,4,1,1330
1623049062,210000,2,1,750
6145601000,429950,4,1,1760
205000520,737500,4,2.5,3200
3885805935,710000,4,2,1740
7852020640,470000,3,2.5,2100
6838800140,1.1E+06,4,3.5,4270
4083305445,650000,3,2,1340
7855801610,1.216E+06,4,2.5,3190
7940700260,422120,3,2.5,1630
8854100350,625000,5,2.5,2990
4365200860,385200,4,1,1550
3904980030,500000,3,2.25,1690
7843500070,308000,4,2.25,1960
6067900060,565000,3,2.75,2390
7202340960,581000,3,2.5,2600
1786640070,361000,3,2,1950
259600260,345000,3,1,1250
7234600903,419000,2,2.25,1180
4307350200,347000,3,2.5,1680
3276930400,625000,4,2.25,2220
4045100075,2.4E+06,4,4.25,4890
1421069208,379000,3,3.25,2660
4057300200,310000,3,1.5,1150
1922059135,250000,2,2,1130
5014600240,682000,5,2.75,2760
1565900070,246500,3,2,1430
3121059033,325000,3,1,1490
6799300270,310950,4,2.5,2030
2021200370,1.1E+06,3,2,3010
726049190,287500,3,1,1810
726049190,431000,3,1,1810
4006000251,226000,3,1,970
3362400640,825000,3,1.75,2010
1610000016,175000,4,1,1300
7376300060,465750,3,1.5,1260
7300200550,659000,4,2.25,2610
2061100570,595000,3,1.75,1910
8856890200,350000,3,2.25,1780
8731951670,270000,4,2.25,1900
4037200075,662500,6,2.25,2450
5066400483,249900,3,1.75,1380
4167300310,324500,3,1.75,1920
8682262400,430000,2,1.75,1350
8682262400,419950,2,1.75,1350
6777800160,285000,4,1.75,2510
1402950550,332000,4,2.5,2470
2843200070,282000,4,1.75,1660
6450303785,320000,3,1,1340
9429500045,428750,3,1,1620
1443300140,330000,3,2.25,2300
108000127,456500,4,3.5,2000
1081300200,352000,3,2.25,1640
